鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段１１１號八樓之４,9.78,都市：其他:特定業務區(信義計畫特定專用區)。,,,1150320,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860926,77.03999999999999,1,1,1,有,有,20000000,259605,坡道機械,0.0,0,夾層；,RPQOMLKKMHLGFDA47DA,32.96,1.44,4.36,有,036
信義區,車位,臺北市信義區忠孝東路五段４６５、４６７、４６９、４７５、４７７、４７７之１至之６號（不包含之４）；虎林街１１９之１２至之１９號（不包含之１４）；松山路３４２巷３至１３號（奇數號）；松山路３４２、３４６號地下層（一至六層）,0.36,商,,,1150326,土地2建物1車位1,地下五層，地下六層,二十一層,其他,停車空間,鋼骨造,1100119,40.08,0,0,0,無,有,3280000,,坡道平面,0.0,3280000,僅車位交易；,RPPNMLNKMHLGFDA57DA,0.0,0.0,0.0,有,037
松山區,房地(土地+建物),臺北市松山區復興北路３１３巷１８號七樓,27.33,住,,,1150325,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681217,143.71,3,2,2,有,有,40500000,281818,,0.0,0,頂樓加蓋；,RPSNMLNKMHLGFDA87DA,122.08,0.0,18.58,有,
松山區,土地,西松段一小段694-5地號,31.83,都市：其他:道路用地(公共設施用地)。58/8/27,,,1150312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2854000,89664,,0.0,0,包含公共設施保留地用地；,RPWNMLNKMHLGFDA28DA,0.0,0.0,0.0,無,038
北投區,房地(土地+建物)+車位,臺北市北投區石牌路二段３１７號六樓,12.98,住,,,1150312,土地1建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140416,91.5,2,1,1,有,有,26500000,289617,升降機械,14.75,0,,RPUNMLOLLHLGFEA28DA,45.46,0.0,4.63,有,
北投區,土地,豐年段三小段233地號,330.76,農,,,1150331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7003920,21175,,0.0,0,,RPPNMLLJMHLGFEA37DA,0.0,0.0,0.0,無,039
士林區,土地,芝山段二小段579-1地號,16.3,都市：其他:道路用地(公共設施用地)。66/1/12,,,1150312,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1244000,76319,,0.0,0,包含公共設施保留地用地；,RPSNMLNKMHLGFEA97DA,0.0,0.0,0.0,無,
士林區,土地,三玉段一小段221-3地號,0.21,都市：其他:道路用地(公共設施用地)。59/7/4,,,1150312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,18000,0,,0.0,0,包含公共設施保留地用地；,RPVNMLNKMHLGFEA28DA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區忠誠路二段１５４巷２３弄３號五樓,42.53,住,,,1150303,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681207,145.87,4,1,2,有,無,19000000,130253,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKMHLGFEA97DA,118.87,0.0,27.0,無,040
士林區,房地(土地+建物),臺北市士林區天母西路１５號,9.94,商,,,1150317,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0740214,57.62,0,1,1,有,有,21000000,364457,,0.0,0,後陽台外推,RPXOMLOKMHLGFEA68DA,42.33,8.64,0.0,有,
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段４６４巷２號九樓之１,19.38,住,,,1150320,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910704,129.88,2,2,1,有,有,26080000,267044,坡道平面,41.58,2500000,,RPQNMLLJMHLGFFA57DA,53.84,0.0,5.4,有,
大安區,房地(土地+建物),臺北市大安區復興南路二段１７１巷１６號七樓,25.33,住,,,1150328,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,129.9,3,2,2,有,有,35680000,274673,,0.0,0,陽台外推；其他增建；,RPQNMLTJMHLGFFA38DA,97.73,1.8,9.07,有,041
大安區,房地(土地+建物)+車位,臺北市大安區信義路二段８２號,9.69,商,,,1150311,土地2建物1車位1,一層，騎樓,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860317,96.83000000000001,0,0,0,無,有,44200000,456470,升降機械,0.0,0,夾層；其他增建；,RPPNMLMKMHLGFFA67DA,65.54,0.0,0.0,有,042
大安區,房地(土地+建物),臺北市大安區延吉街１３１巷２９號三樓,6.07,住,,,1150304,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700129,41.620000000000005,3,1,1,有,有,8500000,204229,,0.0,0,,RPUNMLNKMHLGFFA28DA,31.53,0.0,6.6,有,
文山區,土地,公訓段二小段73地號,68.1,都市：其他:高中用地(公共設施用地)。64/12/26,,,1150323,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,36711,,0.0,0,包含公共設施保留地用地；,RPPNMLOKMHLGFAA47EA,0.0,0.0,0.0,無,043
萬華區,房地(土地+建物),臺北市萬華區西園路二段３７２巷１５弄１０號三樓,15.34,住,,,1150311,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650820,46.87,1,1,1,有,無,6370000,135908,,0.0,0,其他增建；,RPPNMLOKMHLGFBA57EA,41.82,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區敬業二路６８號九樓,433.83,商,,,1150319,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1141204,295.16,0,0,0,無,有,118082095,400075,,0.0,0,毛胚屋；預售屋、或土地及建物分件登記案件；,RPQNMLKKKHLGFCA17EA,153.65,0.0,15.03,有,
內湖區,房地(土地+建物),臺北市內湖區新明路４６０巷４號四樓,29.0,住,,,1150330,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660223,79.29,3,2,1,有,無,12300000,155127,,0.0,0,,RPTNMLLKLHLGFCA67EA,70.58,0.0,8.71,無,
中山區,房地(土地+建物),臺北市中山區中山北路三段３０號二樓之１,14.48,商,,,1150327,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710609,123.72,3,2,2,有,有,29500000,238442,,0.0,0,,RPQNMLKKMHLGFCA37EA,96.61,0.0,0.0,有,044
內湖區,房地(土地+建物),臺北市內湖區成功路五段８３號四樓之１,5.5,商,,,1150313,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970603,34.94,1,1,1,有,有,10600000,303377,,0.0,0,夾層；,RPQNMLOKMHLGFCA77EA,21.28,1.2,1.96,有,
南港區,房地(土地+建物),臺北市南港區東明街４號四樓,6.6,住,,,1150317,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690114,20.73,3,1,1,有,無,1800000,86831,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPOPMLOJLHLGFDA67EA,17.66,0.0,3.08,無,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段４０５巷８８號十一樓之２,36.56,住,,,1150325,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120927,262.56,3,1,2,有,有,72000000,274223,坡道平面,0.0,0,,RPSNMLNKMHLGFEA08EA,121.27,0.0,11.0,有,
大安區,房地(土地+建物),臺北市大安區泰順街２６巷１５號三樓,26.71,住,,,1150319,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760417,88.89,3,2,2,有,無,22860000,257143,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLQKMHLGFFA18EA,72.89,0.0,8.91,無,
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段５８號十一樓,24.56,住,,,1150310,土地2建物1車位2,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1110621,317.24,0,1,3,有,有,93500000,339472,坡道平面,64.2,7600000,,RPVOMLNLLHLGFCA18DA,146.39,9.63,12.97,有,045
中山區,房地(土地+建物),臺北市中山區新生北路三段３４號四樓,3.71,商,,,1150326,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830926,33.29,0,0,0,無,有,6500000,195254,,0.0,0,,RPOOMLQLLHLGFCA77DA,16.48,1.3,3.6,有,046
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段１８０巷４２弄１５號十樓,11.53,商,,,1150308,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,158.16000000000003,3,2,2,有,有,40300000,314234,坡道平面,41.04,3500000,,RPRNMLMJMHLGFCA47DA,68.17,1.85,7.59,有,047
中山區,土地,北安段二小段375-1地號,45.5,都市：其他:道路用地(公共設施用地)。62/11/29,,,1150316,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4328000,95121,,0.0,0,包含公共設施保留地用地；,RPWNMLNKMHLGFCA18DA,0.0,0.0,0.0,無,048
中山區,房地(土地+建物),臺北市中山區龍江路３７巷３３號二樓,29.0,住,,,1150302,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0580722,81.65,3,2,2,有,無,17500000,214329,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPSNMLOKMHLGFCA87DA,70.54,0.0,11.11,無,049
南港區,房地(土地+建物)+車位,臺北市南港區重陽路５３１號八樓,38.33,住,,,1150310,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1120110,146.98000000000002,3,2,2,有,有,40280000,328516,坡道平面,33.5,3000000,,RPOPMLKKLHLGFDA27DA,66.1,0.0,7.77,有,050
松山區,房地(土地+建物),臺北市松山區新中街１０巷６號二樓,67.75,都市：其他:住宅用地(民生社區特定專用區)。,,,1150303,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0590214,160.76,2,2,3,有,無,21690000,134922,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLKLHLGFDA87DA,140.31,0.0,20.45,無,
松山區,土地,延吉段三小段226地號,107.67,都市：其他:道路用地(公共設施用地)。48/3/13,,,1150316,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10759000,99926,,0.0,0,包含公共設施保留地用地；,RPPOMLNKMHLGFDA67DA,0.0,0.0,0.0,無,051
信義區,房地(土地+建物),臺北市信義區吳興街３２０巷６之７號五樓,28.59,住,,,1150305,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740518,100.92,3,2,1,有,無,15000000,148633,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPNMLOKMHLGFDA67DA,79.93,0.0,9.54,無,
北投區,房地(土地+建物),臺北市北投區中央北路二段４４號三樓,41.7,住,,,1150303,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800611,115.50999999999999,3,2,2,有,無,8140000,70470,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLLKLHLGFEA67DA,95.66,3.92,11.13,無,052
北投區,房地(土地+建物),臺北市北投區中央北路三段４０巷３４弄８號,34.56,住,,,1150313,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,94.01,2,2,1,有,無,17000000,180832,,0.0,0,,RPQNMLOKLHLGFEA77DA,81.05,12.96,0.0,無,
士林區,車位,臺北市士林區華齡街１８５巷１號,0.21,商,,,1150325,土地1建物1車位1,一層,十五層,其他,一般事務所,鋼筋混凝土造,0970826,42.35,0,0,0,無,有,3000000,,坡道平面,0.0,3000000,僅車位交易；,RPSNMLOLLHLGFEA08DA,0.0,0.0,0.0,有,053
士林區,房地(土地+建物),臺北市士林區重慶北路四段１巷１５弄４號,68.0,住,,,1150303,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560825,83.16,4,3,2,有,無,20000000,240500,,0.0,0,頂樓加蓋；其他增建；,RPUNMLMJMHLGFEA97DA,83.16,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區光明路２４２號十六樓之８,13.57,都市：其他:特定觀光商業專用區。,,,1150317,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980818,137.63,1,2,1,有,有,19250000,190440,坡道平面,46.0,1800000,陽台外推；,RPWOMLOKMHLGFEA58DA,48.24,3.63,5.25,有,
大安區,土地,辛亥段四小段284地號,2.13,住,,,1150325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,375587,,0.0,0,具重建或重劃、都更等效益；,RPWNMLOLLHLGFFA58DA,0.0,0.0,0.0,無,054
大安區,房地(土地+建物),臺北市大安區忠孝東路四段１４２號四樓之１０,10.3,住,,,1150325,土地3建物2車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710607,126.53,1,1,0,有,有,37880000,299376,,0.0,0,,RPPNMLNKMHLGFFA77DA,89.09,0.0,0.0,有,055
文山區,房地(土地+建物)+車位,臺北市文山區一壽街１７巷９號四樓,45.6,住,,,1150309,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790618,153.85,4,2,2,有,有,24800000,161196,坡道平面,28.26,0,其他增建；,RPXNMLKMLHLGFAA87DA,123.67,1.29,11.32,有,
中山區,房地(土地+建物),臺北市中山區德惠街５２號五樓之５,2.71,商,,,1150310,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710227,29.63,1,1,1,有,有,6300000,212622,,0.0,0,,RPSNMLKKLHLGFCA37DA,21.86,0.0,3.59,有,
中山區,房地(土地+建物),臺北市中山區長春路８８號四樓之９,3.06,商,,,1150316,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0690201,25.7,1,1,1,有,有,6250000,243191,,0.0,0,其他增建；,RPVOMLPLLHLGFCA38DA,19.73,0.0,0.0,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段２０２號七樓之１３,2.35,商,,,1150331,土地1建物1車位0,七層,二十層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780629,37.71,1,1,1,有,有,9900000,262530,,0.0,0,陽台外推；,RPTOMLSJMHLGFDA48DA,26.49,0.0,4.38,有,
南港區,房地(土地+建物),臺北市南港區成功路一段９４巷２弄１０號三樓,23.49,工,,,1150320,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0701230,91.72,3,1,1,有,無,10000000,109027,,0.0,0,含土地增值稅或其他稅費347153元；,RPWNMLPKMHLGFDA48DA,77.2,6.0,8.52,無,
大安區,房地(土地+建物),臺北市大安區和平東路三段９８巷３３號三樓,20.55,商,,,1150326,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680210,108.82,3,2,2,有,有,31300000,287631,,0.0,0,陽台外推；其他增建；,RPPNMLQJMHLGFFA97DA,77.41,0.0,14.95,有,
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路三段１３６號二十樓之１,29.59,商,,,1150319,土地2建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100520,339.76,3,2,3,有,無,141635889,460416,坡道平面,38.65,3000000,政府機關標讓售；,RPQNMLQKMHLGFAA77EA,180.09,7.76,20.18,有,
中山區,房地(土地+建物),臺北市中山區松江路８７號四樓,29.64,商,,,1150309,土地2建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0740820,309.03000000000003,3,1,2,有,有,93480000,302505,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKMHLGFCA67EA,266.49,0.0,0.0,有,
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段１０９巷９２弄１７號四樓,34.96,住,,,1150202,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0831212,136.38,3,2,2,有,有,17350000,127218,升降平面,0.0,0,陽台外推；,RPQNMLKMLHLGFAA17DA,74.81,8.09,8.53,無,
萬華區,房地(土地+建物)+車位,臺北市萬華區桂林路１４３號八樓,15.46,商,,,1150212,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990211,211.6,3,2,2,有,有,38000000,216223,坡道平面,49.73,3000000,,RPVOMLOLLHLGFBA18DA,104.89,0.0,8.58,有,
信義區,房地(土地+建物),臺北市信義區光復南路５２１號十三樓之５,3.46,商,,,1150211,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891124,40.24,1,1,1,有,有,14250000,354125,,0.0,0,,RPSNMLMJMHLGFDA67DA,22.71,0.0,6.13,有,
信義區,房地(土地+建物),臺北市信義區基隆路一段３８０巷３６號五樓,9.99,商,,,1150204,土地3建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720901,49.489999999999995,1,1,1,有,有,14500000,292988,,0.0,0,陽台外推；其他增建；,RPXOMLSJMHLGFDA88DA,31.26,0.0,4.65,有,056
士林區,房地(土地+建物)+車位,臺北市士林區天玉街２７巷２３號二樓,24.21,住,,,1150202,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1131001,200.52,3,2,2,有,有,54350000,327759,坡道平面,43.85,3000000,,RPTOMLPJLHLGFEA18DA,99.04,3.98,8.66,有,
大安區,房地(土地+建物),臺北市大安區和平東路二段３１１巷６１號十五樓,21.61,住,,,1150228,土地1建物1車位0,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,111.27,3,2,2,有,有,28660000,257572,,0.0,0,,RPSNMLRJMHLGFFA38DA,83.19,1.56,8.27,有,
士林區,土地,富安段一小段397地號,292.0,商,,,1150224,土地11建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9880000,33836,,0.0,0,包含公共設施保留地用地；,RPRNMLRJMHLGFEA28EA,0.0,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區福港街１７６號六樓,24.58,住,,,1150226,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700713,134.13,3,2,2,有,無,26000000,193842,,0.0,0,,RPQNMLSJMHLGFEA28EA,97.15,0.0,18.67,有,
北投區,土地,關渡段三小段240地號,7.87,商,,,1150224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,91487,,0.0,0,地清或未辦繼承標售；,RPRNMLTJMHLGFEA48EA,0.0,0.0,0.0,無,057
北投區,土地,關渡段三小段240地號,7.87,商,,,1150224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,91487,,0.0,0,地清或未辦繼承標售；,RPSNMLTJMHLGFEA58EA,0.0,0.0,0.0,無,057
北投區,土地,關渡段三小段240地號,7.87,商,,,1150224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,91487,,0.0,0,地清或未辦繼承標售；,RPTNMLTJMHLGFEA68EA,0.0,0.0,0.0,無,057
北投區,土地,關渡段三小段240地號,23.6,商,,,1150224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2159777,91516,,0.0,0,地清或未辦繼承標售；,RPUNMLTJMHLGFEA78EA,0.0,0.0,0.0,無,057
北投區,土地,關渡段三小段240地號,7.87,商,,,1150224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,91487,,0.0,0,地清或未辦繼承標售；,RPVNMLTJMHLGFEA88EA,0.0,0.0,0.0,無,057
大安區,房地(土地+建物),臺北市大安區復興南路二段９０巷６號六樓之１,22.04,住,,,1150210,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950410,75.50999999999999,1,2,1,有,有,28600000,378758,,0.0,0,陽台外推；,RPQNMLSJMHLGFFA38EA,47.89,1.78,5.31,有,062
文山區,房地(土地+建物)+車位,臺北市文山區政大一街２９３號五樓,57.06,住,,,1150201,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031113,163.28,3,2,2,有,有,28880000,202627,坡道平面,33.09,2500000,,RPPNMLLJKHLGFAA76DA,79.06,0.88,8.5,有,063
文山區,房地(土地+建物),臺北市文山區木新路三段３３９巷６號四樓,45.25,住,,,1150201,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740112,139.51,4,2,2,有,無,16050000,115046,,0.0,0,,RPUOMLNJLHLGFAA67DA,115.87,0.0,12.36,無,
中正區,房地(土地+建物),臺北市中正區詔安街３２巷２０號三樓,35.75,住,,,1150225,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660616,94.13,3,1,1,有,無,13500000,143419,,0.0,0,,RPWNMLSJMHLGFAA38DA,79.59,0.0,14.54,無,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段８８號七樓之１,5.28,商,,,1150211,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1121019,96.67,1,1,1,有,有,18310000,245611,坡道平面,32.3,2500000,,RPPNMLSJLHLGFBA67DA,34.5,1.2,3.0,有,064
萬華區,房地(土地+建物),臺北市萬華區成都路１１０號十一樓之７,7.27,商,,,1150203,土地3建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0660907,85.56,3,2,1,有,有,15500000,181159,,0.0,0,陽台增建、梯間增建其他增建；,RPRVMLPLLHLGFBA58DA,58.78,0.0,8.85,有,065
大同區,房地(土地+建物),臺北市大同區重慶北路二段１３５號十四樓之１,5.06,商,,,1150226,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140428,60.12,2,2,1,有,有,21880000,363939,,0.0,0,,RPXNMLSJMHLGFBA58DA,36.72,0.0,4.01,有,
中山區,房地(土地+建物),臺北市中山區民生東路二段１１５巷２５弄２號二樓,26.75,住,,,1150212,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),,加強磚造,0550618,75.6,2,2,2,有,無,14880000,196825,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLTJMHLGFCA78DA,75.6,0.0,0.0,無,
中山區,房地(土地+建物),臺北市中山區雙城街２８巷１１之３號三樓,33.67,商,,,1150209,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),,加強磚造,,79.35,2,2,1,有,無,13780000,173661,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLTJMHLGFCA58DA,79.35,0.0,0.0,無,
松山區,房地(土地+建物),臺北市松山區南京東路五段６６巷２２弄５４號五樓,8.01,住,,,1150206,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740107,49.39,1,1,1,有,有,13500000,273335,,0.0,0,陽台外推；其他增建；,RPTOMLPLLHLGFDA28DA,35.22,0.0,5.97,有,
南港區,房地(土地+建物),臺北市南港區興南街１６２號,24.34,都市：其他:第三種住宅區。,,,1150226,土地3建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640313,48.96,3,2,2,有,無,5300000,108252,,0.0,0,部分法定空地增建.親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPTNMLTJMHLGFDA48DA,48.96,0.0,0.0,無,
士林區,房地(土地+建物),臺北市士林區雨聲街５７號三樓,26.16,住,,,1150210,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751126,141.62,4,2,2,有,無,29500000,208304,,0.0,0,其他增建；,RPXNMLKKKHLGFEA97DA,113.74,0.0,12.63,有,
北投區,房地(土地+建物),臺北市北投區致遠一路二段５７巷１號四樓,32.7,住,,,1150207,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720425,120.65,3,2,2,有,無,22280000,184666,,0.0,0,陽台外推；其他增建；,RPQNMLQKLHLGFEA97DA,96.43,0.3,13.44,無,
大安區,房地(土地+建物),臺北市大安區八德路二段１０巷３５號三樓,41.29,住,,,1150208,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790821,115.13,4,2,2,有,無,26800000,232780,,0.0,0,其他增建；,RPSOMLQKLHLGFFA38DA,94.8,0.6,9.02,無,
中正區,房地(土地+建物),臺北市中正區忠孝東路一段１６２號六樓之１,5.52,商,,,1150225,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1080807,56.73,1,1,1,有,有,23000000,405429,,0.0,0,陽台外推；,RPRNMLTJMHLGFBA18EA,33.07,2.09,1.96,有,066
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段７５０號十六樓,18.87,住,,,1150211,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1130904,211.07999999999998,0,2,2,有,有,63000000,363592,坡道平面,46.06,3000000,,RPTNMLKKKHLGFEA67EA,98.5,4.93,10.07,有,
士林區,房地(土地+建物),臺北市士林區文林路２６９號,19.33,商,,,1150205,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0600821,55.2,2,1,1,有,無,7500000,135870,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；瑕疵物件；,RPPNMLRJMHLGFEA08EA,55.2,0.0,0.0,無,
北投區,房地(土地+建物)+車位,臺北市北投區西安街二段１７１號五樓,34.66,住,,,1150212,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000216,148.64,3,2,2,有,有,28100000,189047,升降機械,0.0,0,,RPPNMLKKMHLGFEA47EA,82.05,7.71,10.22,有,067
文山區,房地(土地+建物),臺北市文山區萬隆街５４號,22.09,住,,,1150212,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0670523,102.08,1,1,1,有,有,21800000,213558,,0.0,0,,RPVNMLPLLHLGFAA08DA,73.95,13.24,0.0,有,
